order_id,priority_num,predicted_high_risk_probability,order_completion_minutes,total_volume_cm3,total_weight_kg,high_risk,probability_bin,volume_bucket,weight_bucket,probability_bin_order
BLR_126314,1,6.636961763746696e-05,72.95758942981821,455963.611436,92.23725451612903,False,0.0-0.1,200k-500k,>50,0
BLR_126315,1,1.2888670506280666e-05,48.00830884727963,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_126316,2,0.008140545604481629,315.24300319579146,1529275.572183,342.92548516129034,False,0.0-0.1,>500k,>50,0
BLR_126317,3,0.03292189044696926,385.57323954020944,1169905.2737999558,323.12461,False,0.0-0.1,>500k,>50,0
BLR_126318,5,0.8539370131490422,715.3831112495157,1167926.4359,250.52177212903226,True,0.8-0.9,>500k,>50,8
BLR_126319,1,0.0002151319482174579,117.39164768754817,1112005.119106,226.58201,False,0.0-0.1,>500k,>50,0
BLR_126320,3,0.06480768936487223,397.4068119762344,1456779.770285,313.0410535483871,False,0.0-0.1,>500k,>50,0
BLR_126321,1,0.001335874510258175,198.87404811433964,2149881.654192,459.28821322580643,False,0.0-0.1,>500k,>50,0
BLR_126323,1,1.2891638618707765e-05,73.4525416424763,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_126324,2,0.0332140378600843,347.7058368799753,2245302.763134912,501.4340122580645,False,0.0-0.1,>500k,>50,0
BLR_126325,3,0.06143963688349386,434.3425767653549,1438819.00845,380.7687741935484,False,0.0-0.1,>500k,>50,0
BLR_126326,1,0.00016088979698661076,133.57813398127166,826574.1675782114,169.45852529032257,False,0.0-0.1,>500k,>50,0
BLR_126327,2,0.0035069461899913403,286.3858544725402,1172781.2029068044,220.50908035483872,False,0.0-0.1,>500k,>50,0
BLR_126328,1,0.0002533205668424786,180.01987748076596,1095086.6960780001,270.08992,False,0.0-0.1,>500k,>50,0
BLR_126329,1,0.00010817224839003184,144.74749539702617,648460.98985,107.09511,False,0.0-0.1,>500k,>50,0
BLR_126330,5,0.563618427066908,587.1138431519253,437218.815068,105.40883,False,0.5-0.6,200k-500k,>50,5
BLR_126331,5,0.8276617999380409,617.2661469335598,1100409.2784830001,288.53372,False,0.8-0.9,>500k,>50,8
BLR_126332,3,0.1025930061864782,513.6643206961073,1944115.069657,525.5577112258064,False,0.1-0.2,>500k,>50,1
BLR_126333,3,0.0434102002221618,448.6358813269279,1305924.396389609,342.49387651612903,False,0.0-0.1,>500k,>50,0
BLR_126334,2,0.11070175900371773,406.0865804408628,2981443.796447656,756.2083182258065,False,0.1-0.2,>500k,>50,1
BLR_126335,2,0.0038886824746774103,347.15017681634765,1148007.43285,267.38026,False,0.0-0.1,>500k,>50,0
BLR_126336,5,0.9715169786592103,644.2977795802318,2077685.412247,465.38034967741936,False,0.9-1.0,>500k,>50,9
BLR_126337,5,0.8701427065917777,654.8010670211987,1216216.0256983994,309.38967483870965,False,0.8-0.9,>500k,>50,8
BLR_126338,2,0.0011765337364757036,327.6065382328601,663966.954187,186.22072,False,0.0-0.1,>500k,>50,0
BLR_126339,5,0.9962655912393669,885.4424040121968,3229009.7083593607,711.3223308387097,True,0.9-1.0,>500k,>50,9
BLR_126340,3,0.01586391257639177,409.75540512469576,675477.485492956,111.15081612903226,False,0.0-0.1,>500k,>50,0
BLR_126341,2,0.0049018576587927425,339.1750040184885,1393450.9436380554,333.27860400000003,False,0.0-0.1,>500k,>50,0
BLR_126342,5,0.30567190869620603,586.379662912781,106991.1116,22.32533,False,0.3-0.4,100k-200k,20-50,3
BLR_126343,5,0.5469020316752825,666.269905940675,385090.947507,112.70559709677418,False,0.5-0.6,200k-500k,>50,5
BLR_126357,9,0.9998105917228078,705.625253314845,115.5,0.001,False,0.9-1.0,<=50k,<=5,9
BLR_126358,9,0.9999655889719407,733.2033545003554,551024.11078,76.94874,True,0.9-1.0,>500k,>50,9
BLR_126359,4,0.15198380428274968,567.4456275448433,704675.553191956,168.58127161290324,False,0.1-0.2,>500k,>50,1
BLR_126360,4,0.633429354802606,631.5861373979616,2057362.6956,460.93623677419356,False,0.6-0.7,>500k,>50,6
BLR_126790,2,0.04163942024666484,479.27685912680084,2639338.818637,704.26459,False,0.0-0.1,>500k,>50,0
BLR_126791,5,0.957799539822354,908.432459587324,1876591.627731639,484.689444,True,0.9-1.0,>500k,>50,9
BLR_126792,2,0.005857787652053462,474.03286044119653,1698549.4607887606,424.3493334193548,False,0.0-0.1,>500k,>50,0
BLR_126793,1,0.0003661892247965836,187.12824629578216,1436726.13207,347.23625161290323,False,0.0-0.1,>500k,>50,0
BLR_126794,5,0.20689734995575418,787.8125959707722,409.22366925,0.2,False,0.2-0.3,<=50k,<=5,2
BLR_126795,2,0.00015363203743885674,185.92501468451377,388.908288,0.37,False,0.0-0.1,<=50k,<=5,0
BLR_126796,3,0.0800124333858117,642.7004442355609,1695891.1193019561,471.7631864516129,False,0.0-0.1,>500k,>50,0
BLR_126797,1,9.043691035925272e-05,187.5526772214377,624693.674734,159.15648,False,0.0-0.1,>500k,>50,0
BLR_126798,1,0.0002937774058265684,142.43079169997517,1348557.437988,350.9133,False,0.0-0.1,>500k,>50,0
BLR_126799,2,0.0031900165063259833,273.40493747964473,1255845.096207,347.89204193548386,False,0.0-0.1,>500k,>50,0
BLR_126800,1,0.0014713259563117755,128.97809385247064,2235538.568684,524.5830645161291,False,0.0-0.1,>500k,>50,0
BLR_126801,1,1.2918110006588912e-05,25.89281750785888,5933.836,4.05,False,0.0-0.1,<=50k,<=5,0
BLR_126802,2,0.011804490199167673,325.7238661908752,1817504.5957850001,389.73720000000003,False,0.0-0.1,>500k,>50,0
BLR_126803,1,0.000203619016935614,88.50053260794193,1060236.4668596,238.61178999999998,False,0.0-0.1,>500k,>50,0
BLR_126804,1,0.0004952916102069835,175.98821843907055,1474178.699966,330.7399716129032,False,0.0-0.1,>500k,>50,0
BLR_126805,3,0.09574260887950005,638.9085076357037,1726336.636301639,425.27259374193545,False,0.0-0.1,>500k,>50,0
BLR_126806,5,0.8893866247243399,888.558661195265,1494195.350302,368.5557027096774,True,0.8-0.9,>500k,>50,8
BLR_126808,1,0.0005347104114603264,229.18599713100457,1658772.14787,411.16412,False,0.0-0.1,>500k,>50,0
BLR_126809,5,0.8647743932571339,851.7002932633876,1397949.0626582,380.4023598387097,False,0.8-0.9,>500k,>50,8
BLR_126810,1,0.00018400535640816063,186.65443309327378,1063181.855728,247.27112,False,0.0-0.1,>500k,>50,0
BLR_126812,3,0.045588658382345826,658.6074294522052,1394004.826181,359.0965175483871,False,0.0-0.1,>500k,>50,0
BLR_126814,3,0.0664564669436208,712.0427431061089,1583843.511936956,411.2864819354839,False,0.0-0.1,>500k,>50,0
BLR_126815,5,0.9491003797249394,929.795963242812,1952437.110420639,460.32238012903224,True,0.9-1.0,>500k,>50,9
BLR_126818,3,0.2284048403719544,783.4751063868406,2234661.498525,583.6040232258065,False,0.2-0.3,>500k,>50,2
BLR_126819,5,0.7909675266927239,898.839869683858,896181.022721,240.70060077419356,True,0.7-0.8,>500k,>50,7
BLR_126820,2,0.004505214183998398,309.39958300380374,1245517.046555956,288.1830148387097,False,0.0-0.1,>500k,>50,0
BLR_126821,2,0.007245170336616755,375.4906247036596,1780839.489392,486.7270409677419,False,0.0-0.1,>500k,>50,0
BLR_126822,3,0.036827225757431914,675.5188733917514,1260072.431943,334.98974129032257,False,0.0-0.1,>500k,>50,0
BLR_126823,3,0.02669757624142603,714.6557449756086,1051756.74501,269.25228000000004,False,0.0-0.1,>500k,>50,0
BLR_126824,1,0.00010143244867126564,152.26788957514958,723727.7097100001,174.5703806451613,False,0.0-0.1,>500k,>50,0
BLR_126825,3,0.001832888395044314,420.609399764099,1558.836,0.62,False,0.0-0.1,<=50k,<=5,0
BLR_126826,2,0.012979896111974006,412.4272235613201,1719644.738035,435.5078,False,0.0-0.1,>500k,>50,0
BLR_126827,5,0.9528467226347006,987.7864094977753,1843577.397486,433.71347000000003,True,0.9-1.0,>500k,>50,9
BLR_126828,2,0.0033211680762957538,440.29753639625955,1347198.408766,352.5013,False,0.0-0.1,>500k,>50,0
BLR_126829,5,0.8723816846585627,887.7007203273796,1443796.158837041,377.98745935483873,True,0.8-0.9,>500k,>50,8
BLR_126830,2,0.005185605920269388,419.52833986843973,1473233.995564,362.51448,False,0.0-0.1,>500k,>50,0
BLR_126831,2,0.029795859720730837,526.7252409278474,2549408.080488,659.1838170967742,False,0.0-0.1,>500k,>50,0
BLR_126832,2,0.0013409579333879711,466.67607783824457,825374.72035,204.53349,False,0.0-0.1,>500k,>50,0
BLR_126833,2,0.0030455866600054243,438.14435471950634,1081364.209502,295.24945096774195,False,0.0-0.1,>500k,>50,0
BLR_126834,3,0.017775255025794204,520.1923559812675,915176.017554,258.385276,False,0.0-0.1,>500k,>50,0
BLR_126835,5,0.7801486610321082,792.4291794269806,1028638.0514969999,250.54836,False,0.7-0.8,>500k,>50,7
BLR_126836,2,0.012193446029929366,493.53754534569765,1746342.4357856,418.7840621935484,False,0.0-0.1,>500k,>50,0
BLR_126837,5,0.20679814383961942,703.3526564370798,388.908288,0.37,False,0.2-0.3,<=50k,<=5,2
BLR_126838,3,0.03421144653739997,544.6965199942712,1179120.8325140001,295.81884967741934,False,0.0-0.1,>500k,>50,0
BLR_126840,1,0.00046476431400404775,238.43235835121007,1493346.645826,351.63589,False,0.0-0.1,>500k,>50,0
BLR_126841,5,0.6316083590020305,751.3102627250289,669866.5640358045,179.283786,False,0.6-0.7,>500k,>50,6
BLR_126842,5,0.20729307415170067,668.4688130015154,3789.7277945,1.96,False,0.2-0.3,<=50k,<=5,2
BLR_126843,1,0.00013770108512278857,185.20071786353785,780588.159922,182.24765,False,0.0-0.1,>500k,>50,0
BLR_126844,3,0.034512459111881534,569.6787685814686,1178547.417846,333.421148,False,0.0-0.1,>500k,>50,0
BLR_126846,1,0.006260943043418172,317.84492741128753,3005936.524325839,744.146575032258,False,0.0-0.1,>500k,>50,0
BLR_126847,5,0.9562231202279171,817.6553661932345,2096642.8192460001,504.8345741935484,False,0.9-1.0,>500k,>50,9
BLR_126848,5,0.9194096372764182,816.0211250366749,1749702.3057626,426.30333903225807,False,0.9-1.0,>500k,>50,9
BLR_126849,3,0.1596776957124908,610.571454454749,2264277.269565,540.5223174193549,False,0.1-0.2,>500k,>50,1
BLR_126850,5,0.7009611660101388,830.5646474637374,728967.3225370001,156.13687000000002,False,0.7-0.8,>500k,>50,7
BLR_126851,3,0.10846969788195725,612.530558497677,1990457.280643,569.5303035483871,False,0.1-0.2,>500k,>50,1
BLR_126852,5,0.5722998706072178,786.6058094315157,574628.579409,131.9811,False,0.5-0.6,>500k,>50,5
BLR_126853,5,0.6512942442707801,831.3594962809512,569243.648274,141.31257548387097,False,0.6-0.7,>500k,>50,6
BLR_126855,9,0.9999349312405075,879.5574764101908,303383.341,53.479569999999995,False,0.9-1.0,200k-500k,>50,9
BLR_126856,4,0.29560045157058623,734.0168178789008,1355334.916209,424.8149422580645,False,0.2-0.3,>500k,>50,2
BLR_126857,4,0.2567336829663222,713.023541939907,1174364.501905,281.7242,False,0.2-0.3,>500k,>50,2
BLR_127222,9,0.9999842910498997,776.6536487823759,1066997.310144,216.955315,True,0.9-1.0,>500k,>50,9
BLR_127230,5,0.37545278125189524,668.5386694019267,167044.046368,29.76045,False,0.3-0.4,100k-200k,20-50,3
BLR_127231,5,0.6625007539680616,723.7906388965072,590278.3865799999,137.2739,False,0.6-0.7,>500k,>50,6
BLR_127232,3,0.08109453359627858,605.5523893622483,1757205.314608,495.9411403225806,False,0.0-0.1,>500k,>50,0
BLR_127234,5,0.20717921409325532,674.8442766947752,2063.273568129,0.8200000000000001,False,0.2-0.3,<=50k,<=5,2
BLR_127236,1,1.289524267450334e-05,125.5499188606937,913.661237379,0.4,False,0.0-0.1,<=50k,<=5,0
BLR_127237,1,1.2882637583710235e-05,1.2841867153543438,388.908288,0.37,False,0.0-0.1,<=50k,<=5,0
BLR_127238,3,0.06755062077051951,564.7087685869202,1571474.025125,387.20496129032256,False,0.0-0.1,>500k,>50,0
BLR_127239,3,0.11970384375775242,634.134375208499,1891204.0441399561,442.65623612903227,False,0.1-0.2,>500k,>50,1
BLR_127240,2,0.004717824289625783,381.72892358113575,1392702.1198316,300.40839612903227,False,0.0-0.1,>500k,>50,0
BLR_127241,1,0.00011505384844573927,173.9928582035478,716801.7373415554,162.970954,False,0.0-0.1,>500k,>50,0
BLR_127242,3,0.05328238324202171,611.2526391244317,1574531.845009,435.6597053548387,False,0.0-0.1,>500k,>50,0
BLR_127243,5,0.9018352403392591,713.4483169130343,1548398.7577500553,374.0189642580645,False,0.9-1.0,>500k,>50,9
BLR_127245,5,0.8575052806623329,752.0889942466173,1199930.6266311714,265.7928586129032,True,0.8-0.9,>500k,>50,8
BLR_127246,3,0.07378384619179748,582.7154718878087,1541662.033471,368.71564032258067,False,0.0-0.1,>500k,>50,0
BLR_127247,5,0.9528074867498545,817.5107966483748,1775353.869662,442.64554,True,0.9-1.0,>500k,>50,9
BLR_127249,2,0.09764844825994647,421.3329272657859,2884065.45654,711.0600285483871,False,0.0-0.1,>500k,>50,0
BLR_127250,5,0.6512604062691127,727.6224163324418,576066.778536,101.50519,False,0.6-0.7,>500k,>50,6
BLR_127251,3,0.016931921488917357,533.7034312795255,725712.385211,127.81748999999999,False,0.0-0.1,>500k,>50,0
BLR_127252,3,0.070960528484243,538.8928999256823,1680769.478087,428.33944693548386,False,0.0-0.1,>500k,>50,0
BLR_127253,2,0.00015370397299272213,147.27129224074852,115.5,0.001,False,0.0-0.1,<=50k,<=5,0
BLR_127254,1,0.01364589336309004,309.19277546573215,3361190.1967785405,795.2752508064516,False,0.0-0.1,>500k,>50,0
BLR_127255,1,0.00021023876788884752,63.89987466109655,1056361.8463388043,222.6645274516129,False,0.0-0.1,>500k,>50,0
BLR_127257,2,0.019612963189814425,325.13992901106207,2198524.23857,538.6662082258065,False,0.0-0.1,>500k,>50,0
BLR_127258,2,0.03685833037548068,365.6137236518111,2444865.7665394894,534.3130006774194,False,0.0-0.1,>500k,>50,0
BLR_127259,2,0.020231805527334973,348.1171884251506,2027238.282231,462.01564322580646,False,0.0-0.1,>500k,>50,0
BLR_127260,1,0.0001608017146826288,66.37159640006837,915178.5725529561,171.81344322580645,False,0.0-0.1,>500k,>50,0
BLR_127261,1,0.0029020372386004078,249.60363116364678,2632321.6175626,653.9739500000001,False,0.0-0.1,>500k,>50,0
BLR_127262,5,0.8723653826384841,763.0999826026145,1223241.477859,255.87227161290323,True,0.8-0.9,>500k,>50,8
BLR_127263,1,9.66324990213689e-05,73.79831852377161,622614.488229,122.39811,False,0.0-0.1,>500k,>50,0
BLR_127264,5,0.6578077097203032,705.3291017964892,650700.2525279999,152.23812580645162,False,0.6-0.7,>500k,>50,6
BLR_127265,1,0.0001023122772356591,93.34991788742724,602801.895599,129.94365,False,0.0-0.1,>500k,>50,0
BLR_127266,2,0.0017995190034607027,300.58766466020217,833451.757671,181.70321935483872,False,0.0-0.1,>500k,>50,0
BLR_127267,5,0.2069586121496159,572.1933162012831,913.661237379,0.4,False,0.2-0.3,<=50k,<=5,2
BLR_127268,3,0.03005089249272874,458.0046593718935,1104458.685074,310.77603,False,0.0-0.1,>500k,>50,0
BLR_127269,2,0.004032433091493624,333.7495880609729,1273157.266947,289.1919027419355,False,0.0-0.1,>500k,>50,0
BLR_127270,5,0.8267797177335136,682.8820535832689,1100286.844430956,209.22471000000002,False,0.8-0.9,>500k,>50,8
BLR_127271,3,0.3095582978955381,509.3282872311776,2730496.445595956,701.1531390322581,False,0.3-0.4,>500k,>50,3
BLR_127272,2,0.0006179743312794022,292.9762514774315,376579.937448,98.145205,False,0.0-0.1,200k-500k,>50,0
BLR_127273,5,0.8701810588875706,630.5387339276032,1259208.268214,285.8895429032258,False,0.8-0.9,>500k,>50,8
BLR_127274,2,0.004777683846288279,376.23005756439113,1223009.1473816,172.894585,False,0.0-0.1,>500k,>50,0
BLR_127275,2,0.0034178618725173404,332.6693797892459,1270194.528546,314.34806741935483,False,0.0-0.1,>500k,>50,0
BLR_127276,3,0.046020677589556386,479.37189244962053,1377818.003592,370.9431712903226,False,0.0-0.1,>500k,>50,0
BLR_127277,5,0.9815734997171885,743.4792919444795,2448987.969746,559.6999348387097,False,0.9-1.0,>500k,>50,9
BLR_127278,2,0.004114411395300076,383.10227557105173,1286018.035007,297.5981148387097,False,0.0-0.1,>500k,>50,0
BLR_127279,1,0.00031478815937964076,178.44372909553087,1189428.025202,282.53303999999997,False,0.0-0.1,>500k,>50,0
BLR_127280,2,0.003415455919843424,379.2651016468245,1097999.3261650046,222.79770293548387,False,0.0-0.1,>500k,>50,0
BLR_127281,5,0.20687495367966868,615.6080322034716,115.5,0.001,False,0.2-0.3,<=50k,<=5,2
BLR_127282,1,0.001244696417395719,221.93038319181875,2172388.7421456,509.87773867741936,False,0.0-0.1,>500k,>50,0
BLR_127283,3,0.12216734614384173,564.8221219162205,1848668.4629750554,478.86961561290326,False,0.1-0.2,>500k,>50,1
BLR_127284,5,0.8857887097675322,764.0908789443076,1540646.30846,362.14482541935485,True,0.8-0.9,>500k,>50,8
BLR_127285,1,0.00013637366647441975,129.54366380222334,800935.050371,136.3428,False,0.0-0.1,>500k,>50,0
BLR_127286,5,0.9330719342200158,754.2609846587566,1861772.573644,441.5771490322581,True,0.9-1.0,>500k,>50,9
BLR_127288,1,6.412063169978297e-05,132.13304579782837,418361.486568,99.71302,False,0.0-0.1,200k-500k,>50,0
BLR_127289,3,0.0018307786274006025,419.8463076801928,504.437568129,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_127290,1,0.00023609128824666624,200.17402224295023,1123856.088428,215.8241,False,0.0-0.1,>500k,>50,0
BLR_127291,3,0.06078679926427104,483.2464250551736,1463542.198688,371.58240322580644,False,0.0-0.1,>500k,>50,0
BLR_127292,5,0.5906915026456085,704.6086588724767,456219.32015600003,85.97312,False,0.5-0.6,200k-500k,>50,5
BLR_127293,4,0.0760911544678074,571.6172930807018,283320.29544,82.44692064516128,False,0.0-0.1,200k-500k,>50,0
BLR_127294,4,0.32885065384038975,656.8782054284075,1210498.818915,294.41264193548386,False,0.3-0.4,>500k,>50,3
BLR_127473,5,0.876014562348619,697.5621217903779,1239762.624213609,308.904151032258,False,0.8-0.9,>500k,>50,8
BLR_127474,2,0.021242921862423724,363.1629429011204,2198189.5794846,545.0594664516129,False,0.0-0.1,>500k,>50,0
BLR_127475,3,0.01423649163508003,480.70704168278644,537371.152976,184.77760870967742,False,0.0-0.1,>500k,>50,0
BLR_127476,2,0.01145820066766292,361.65893213489255,1966126.3656656,513.295875,False,0.0-0.1,>500k,>50,0
BLR_127477,2,0.00396608467116555,277.3939172189179,1390782.2214552,381.66289,False,0.0-0.1,>500k,>50,0
BLR_127478,5,0.7313796281632193,599.0122430530045,828273.189563556,181.04215,False,0.7-0.8,>500k,>50,7
BLR_127479,1,0.000397977562792419,203.88291979943514,1441867.164444,348.90791,False,0.0-0.1,>500k,>50,0
BLR_127480,5,0.8352581681273625,621.3943334826544,1128733.269937,314.73166000000003,False,0.8-0.9,>500k,>50,8
BLR_127482,3,0.07551513195388514,524.5364046139463,1546516.7903831108,374.7791886451613,False,0.0-0.1,>500k,>50,0
BLR_127483,3,0.05063437251300745,574.693626782757,1285374.129201,351.1078483870968,False,0.0-0.1,>500k,>50,0
BLR_127484,3,0.02291397610513033,576.7466180880675,851129.662196,156.09309,False,0.0-0.1,>500k,>50,0
BLR_127485,2,0.0007066851016933332,196.55825104079673,421630.688841,101.74875,False,0.0-0.1,200k-500k,>50,0
BLR_127486,5,0.5842504593315149,612.1468333379511,436280.66642200004,109.72794999999999,False,0.5-0.6,200k-500k,>50,5
BLR_127487,5,0.5031243830783111,598.5108198406768,361191.819519,83.31715,False,0.5-0.6,200k-500k,>50,5
BLR_127488,1,0.0001226134041388704,140.48711594861217,800351.267779,234.82224,False,0.0-0.1,>500k,>50,0
BLR_127489,2,0.09507249094329662,344.86334019071376,2675238.6177290846,676.206799032258,False,0.0-0.1,>500k,>50,0
BLR_127490,5,0.9199349296311345,725.9148164528616,1512609.4069436,440.3522170967742,True,0.9-1.0,>500k,>50,9
BLR_127491,5,0.6256635820558296,654.6187103882296,523756.895324,134.6572,False,0.6-0.7,>500k,>50,6
BLR_127492,3,0.0018304319466399305,484.69366537837686,409.22366925,0.2,False,0.0-0.1,<=50k,<=5,0
BLR_127493,5,0.20721428555510926,603.9096088516318,1227.6710077499995,0.6000000000000001,False,0.2-0.3,<=50k,<=5,2
BLR_127494,2,0.005287869275284146,317.3205277607855,1445837.866325,353.566612,False,0.0-0.1,>500k,>50,0
BLR_127495,2,0.0009597562503570654,250.12578428422924,415593.033876,82.20191,False,0.0-0.1,200k-500k,>50,0
BLR_127496,3,0.04934877801462565,575.198393748945,1137134.663262956,302.81131,False,0.0-0.1,>500k,>50,0
BLR_127497,1,8.233837863858259e-05,40.85617509192252,550670.0384998044,132.993696,False,0.0-0.1,>500k,>50,0
BLR_127498,5,0.8860524560629244,736.6271392013714,1423205.077356,366.04256,True,0.8-0.9,>500k,>50,8
BLR_127499,2,0.002509802337926478,300.5371213547675,1066912.5482576,333.6506316129032,False,0.0-0.1,>500k,>50,0
BLR_127500,1,0.00043995861362926443,145.6720266372034,1560843.858912,396.27728903225807,False,0.0-0.1,>500k,>50,0
BLR_127501,5,0.8375365100517345,690.2179909520426,1161078.540524,291.24801,False,0.8-0.9,>500k,>50,8
BLR_127502,3,0.10211936744813555,634.8791192651867,1765316.184388,477.46071419354837,False,0.1-0.2,>500k,>50,1
BLR_127503,1,0.007463075427795306,262.9236855437858,3010290.1939336,832.2048524193549,False,0.0-0.1,>500k,>50,0
BLR_127504,1,6.559678389375212e-05,70.83132421753763,350111.880908,92.78034064516129,False,0.0-0.1,200k-500k,>50,0
BLR_127505,5,0.8453453503415185,709.6688102231608,1253749.0621596,330.6135655483871,True,0.8-0.9,>500k,>50,8
BLR_127506,5,0.8602604664995566,749.1774502364402,1201935.9563336,324.754695,True,0.8-0.9,>500k,>50,8
BLR_127507,2,0.002506946712440429,329.70494054304055,945808.530623,230.64179000000001,False,0.0-0.1,>500k,>50,0
BLR_127508,1,0.0001275620351543285,91.92747935961303,764659.4173136,174.06792,False,0.0-0.1,>500k,>50,0
BLR_127509,2,0.0068682202889385376,402.90800601787765,1675458.5517924046,410.5584630967742,False,0.0-0.1,>500k,>50,0
BLR_127510,1,9.015510659040306e-05,102.18248671099494,583119.464231,158.82376806451612,False,0.0-0.1,>500k,>50,0
BLR_127511,3,0.041309522805606035,515.0394850781846,1307217.4758289559,303.78820193548387,False,0.0-0.1,>500k,>50,0
BLR_127515,3,0.033943045973057626,401.8390013704651,1149889.397142,350.3953416129032,False,0.0-0.1,>500k,>50,0
BLR_127516,5,0.8468095993882087,728.1010735663186,1111780.350337,268.74102161290324,True,0.8-0.9,>500k,>50,8
BLR_127518,5,0.6147409001300418,709.4985636697171,576084.553339,131.24074,True,0.6-0.7,>500k,>50,6
BLR_127520,3,0.2643980266441234,467.5541732822664,2651541.459900956,708.6615180645161,False,0.2-0.3,>500k,>50,2
BLR_127521,3,0.05436476908507912,509.4868197655794,1388698.9581834977,346.941005,False,0.0-0.1,>500k,>50,0
BLR_127522,5,0.20689734995575418,667.0464202883666,409.22366925,0.2,False,0.2-0.3,<=50k,<=5,2
BLR_127524,1,0.0001192551311661185,148.0970275632047,724280.8480311,183.0537,False,0.0-0.1,>500k,>50,0
BLR_127525,1,0.00015492219440579468,143.39536184108144,780819.660375956,133.43919161290322,False,0.0-0.1,>500k,>50,0
BLR_127526,3,0.05979754349987521,466.7673885181415,1466172.091966,391.64932903225804,False,0.0-0.1,>500k,>50,0
BLR_127528,2,0.010691319577111417,417.48140311012764,1926709.3703831108,485.7995036451613,False,0.0-0.1,>500k,>50,0
BLR_127529,3,0.045840853516280436,470.96921696979905,1492795.903115111,473.2503531612903,False,0.0-0.1,>500k,>50,0
BLR_127530,1,6.971108516203534e-05,115.93910684114465,424832.38434,152.0099,False,0.0-0.1,200k-500k,>50,0
BLR_127531,5,0.8344945059875817,708.1025074583902,1199131.388416,361.6858912903226,False,0.8-0.9,>500k,>50,8
BLR_127532,1,0.0015216821300013655,293.329382858241,1987691.2726710667,443.014176,False,0.0-0.1,>500k,>50,0
BLR_127533,2,0.03760579494225697,432.46568923331074,2350865.3070583497,469.63382851612903,False,0.0-0.1,>500k,>50,0
BLR_127534,4,0.09786857427459578,547.8798791909264,404453.3601,107.90350000000001,False,0.0-0.1,200k-500k,>50,0
BLR_127537,4,0.3063662244924785,577.8460144717287,1242409.588365,318.5236861290322,False,0.3-0.4,>500k,>50,3
BLR_127735,5,0.4280069444279355,840.5261101770571,250079.919643,25.05327,True,0.4-0.5,200k-500k,20-50,4
BLR_127736,5,0.6361309805654995,686.7704941198364,621916.250565,140.00200935483872,False,0.6-0.7,>500k,>50,6
BLR_127737,1,0.00013328112212685037,181.28333698123436,790646.9399410001,165.08102,False,0.0-0.1,>500k,>50,0
BLR_127738,2,0.00015368923364499009,369.6854106172739,100.188,0.03,False,0.0-0.1,<=50k,<=5,0
BLR_127739,1,1.2887434381117429e-05,0.5370498081161881,100.188,0.03,False,0.0-0.1,<=50k,<=5,0
BLR_127740,1,0.016239821482502276,341.845781680681,3317579.1715506,676.5929148387097,False,0.0-0.1,>500k,>50,0
BLR_127741,1,1.2887434381117429e-05,0.4210270915827447,100.188,0.03,False,0.0-0.1,<=50k,<=5,0
BLR_127742,5,0.566570998153561,674.8744576704825,367453.48734,63.22155,False,0.5-0.6,200k-500k,>50,5
BLR_127743,3,0.001830007370655099,375.0742842434252,100.188,0.03,False,0.0-0.1,<=50k,<=5,0
BLR_127744,1,1.2890402208882806e-05,0.7613679551698311,100.188,0.03,False,0.0-0.1,<=50k,<=5,0
BLR_127745,3,0.001830007370655099,375.7306029735741,100.188,0.03,False,0.0-0.1,<=50k,<=5,0
BLR_127746,1,0.00021070066280467025,57.42970818680708,1038578.352256,203.705985,False,0.0-0.1,>500k,>50,0
BLR_127747,5,0.8751298822071811,747.5518845582526,1449648.180507,371.25396,False,0.8-0.9,>500k,>50,8
BLR_127748,2,0.004359324761290555,434.30438413167644,1455765.813819956,387.0862006451613,False,0.0-0.1,>500k,>50,0
BLR_127749,2,0.0083518162204868,402.1071600083196,1652488.270023756,327.93385,False,0.0-0.1,>500k,>50,0
BLR_127750,3,0.012082275810261035,629.182604138956,531698.9970999999,93.72914161290323,False,0.0-0.1,>500k,>50,0
BLR_127751,5,0.206859216818312,670.4733517977166,100.188,0.03,False,0.2-0.3,<=50k,<=5,2
BLR_127752,1,0.03945833405913102,215.81421466285556,3811543.411256156,912.0514951612903,False,0.0-0.1,>500k,>50,0
BLR_127753,5,0.97217806940011,785.8016160136339,2238658.570285,495.79310161290323,False,0.9-1.0,>500k,>50,9
BLR_127754,3,0.001830007370655099,383.88446741823196,100.188,0.03,False,0.0-0.1,<=50k,<=5,0
BLR_127755,1,1.2888041154936553e-05,24.642193209618675,215.688,0.031,False,0.0-0.1,<=50k,<=5,0
BLR_127756,1,0.00013668288218186798,99.24413443221162,902320.506501,202.35214,False,0.0-0.1,>500k,>50,0
BLR_127757,5,0.8909895459834103,752.6751509094469,1376924.0103750848,265.0745470967742,False,0.8-0.9,>500k,>50,8
BLR_127758,1,1.2887434381117429e-05,45.11246078388254,100.188,0.03,False,0.0-0.1,<=50k,<=5,0
BLR_127759,5,0.9941548915674753,915.7630299478338,2817291.070473,691.8274012903225,True,0.9-1.0,>500k,>50,9
BLR_127760,2,0.4755090897176705,455.22958892665105,4319306.38065836,921.3754030967742,False,0.4-0.5,>500k,>50,4
